"ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","MES_NASC","ANO_NASC","COMPUTADOR","ESC_MAE","ESC_PAI","USO_TEMPO_TELAS","AFAZERES_DOM","TRABALHO","PERSPECTIVAS"
"324",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",295.114663,259.320645,"Feminino","Parda","Março","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"492",2017,"Nordeste","CE",2307650,"Interior","Municipal","Urbana",282.777661,322.001879,"Masculino","Preta","Agosto","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"863",2017,"Sul","RS",4314803,"Interior","Municipal","Rural",308.72052,249.757915,"Feminino","Branca","Janeiro","2003","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Menos de 1 hora","Entre 1 e 2 horas","Não","Ainda não sei"
"1050",2017,"Sudeste","SP",3515004,"Interior","Estadual","Urbana",301.786029,270.937083,"Masculino","Preta","Março","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"461",2017,"Norte","TO",1721000,"Capital","Estadual","Urbana",229.407839,238.563911,NA,"Parda","Julho","2001","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1440",2017,"Sudeste","SP",3534401,"Interior","Estadual","Urbana",274.361875,223.051387,"Feminino","Amarela","Maio","2001","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"545",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",258.635585,250.805952,"Masculino","Parda","Abril","2003","Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"779",2017,"Nordeste","BA",2914307,"Interior","Municipal","Rural",203.674776,171.469084,"Feminino","Parda","Dezembro","2000","Não tem","Não sei","Não sei","Entre 1 e 2 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"182",2017,"Nordeste","PE",2615003,"Interior","Municipal","Urbana",216.791735,249.733546,"Masculino","Parda","Outubro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Menos de 1 hora","Não faço trabalhos domésticos","Não","Ainda não sei"
"705",2017,"Nordeste","MA",2101400,"Interior","Municipal","Urbana",214.023899,216.021362,"Masculino","Branca","Abril","2000","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Menos de 1 hora","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"898",2017,"Nordeste","BA",2917805,"Interior","Municipal","Rural",207.40906,166.228955,"Feminino","Preta","Abril","2000","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"600",2017,"Norte","AM",1300102,"Interior","Estadual","Urbana",340.947162,293.989762,"Feminino","Parda","Setembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",NA,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"1613",2017,"Norte","RO",1100288,"Interior","Estadual","Urbana",226.402221,243.620378,"Feminino","Branca","Outubro","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Mais de 3 horas","Não","Somente continuar estudando"
"886",2017,"Sul","RS",4300604,"Interior","Estadual","Urbana",182.487852,147.294534,"Masculino","Branca","Julho","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"467",2017,"Nordeste","MA",2101400,"Interior","Municipal","Urbana",281.703065,239.297051,"Feminino","Parda","Agosto","2002","Não tem","Não sei","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1885",2017,"Nordeste","BA",2905701,"Interior","Municipal","Urbana",305.079069,241.774534,"Feminino","Preta","Junho","2002","Sim, um","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 2 horas, até 3 horas","Não","Somente continuar estudando"
"1113",2017,"Sudeste","SP",3540507,"Interior","Estadual","Urbana",320.300814,276.322364,"Masculino","Branca","Fevereiro","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"409",2017,"Norte","PA",1500800,"Interior","Estadual","Urbana",337.517435,235.831223,"Feminino","Parda","Junho","2003","Sim, um","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"543",2017,"Sudeste","RJ",3304557,"Capital","Municipal","Urbana",289.378948,322.930753,"Masculino","Preta","Maio","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1517",2017,"Sudeste","SP",3538709,"Interior","Estadual","Urbana",317.868552,301.618114,"Feminino","Preta","Fevereiro","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1766",2017,"Sudeste","MG",3133501,"Interior","Estadual","Urbana",235.908526,212.557938,"Feminino","Branca","Janeiro","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1514",2017,"Nordeste","AL",2701704,"Interior","Municipal","Urbana",186.308467,178.811771,"Feminino","Amarela","Abril","2002","Não tem","Nunca estudou","Nunca estudou","Entre 1 e 2 horas","Menos de 1 hora","Não","Somente continuar estudando"
"211",2017,"Norte","AM",1302603,"Capital","Municipal","Urbana",150.593313,298.173861,"Masculino","Parda","Janeiro","2002","Sim, quatro ou mais","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Menos de 1 hora","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"150",2017,"Nordeste","BA",2919702,"Interior","Municipal","Urbana",256.777671,303.413208,"Masculino","Parda","Setembro","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1079",2017,"Sudeste","MG",3113404,"Interior","Estadual","Urbana",298.840021,222.966654,"Feminino","Parda","Janeiro","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1914",2017,"Sudeste","RJ",3303500,"Interior","Estadual","Urbana",310.455575,305.7096,NA,NA,NA,NA,NA,NA,"Completou o Ensino Médio, mas não completou a Faculdade",NA,NA,NA,NA
"1409",2017,"Sul","PR",4106902,"Capital","Estadual","Urbana",279.063212,260.836557,"Feminino","Não quero declarar","Janeiro","2003","Sim, um","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"918",2017,"Norte","AM",1303403,"Interior","Municipal","Rural",192.532144,238.68285,"Masculino","Branca","Setembro","2002","Sim, três","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1527",2017,"Sul","RS",4314902,"Capital","Estadual","Urbana",317.424004,315.400939,"Masculino","Branca","Fevereiro","2003","Sim, quatro ou mais","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"971",2017,"Centro-Oeste","GO",5208707,"Capital","Estadual","Urbana",263.052585,255.565239,"Feminino","Parda","Dezembro","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1437",2017,"Sudeste","MG",3132503,"Interior","Estadual","Urbana",291.995773,336.493641,"Feminino","Parda","Novembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Entre 1 e 2 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1232",2017,"Sudeste","SP",3526902,"Interior","Estadual","Urbana",373.399687,303.629232,"Feminino","Branca","Maio","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"229",2017,"Sul","RS",4307708,"Interior","Estadual","Urbana",290.062987,267.763013,"Feminino","Preta","Agosto","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1842",2017,"Norte","PA",1508100,"Interior","Municipal","Urbana",238.900867,256.559899,"Feminino","Parda","Abril","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1721",2017,"Nordeste","MA",2111300,"Capital","Estadual","Urbana",227.27198,253.255489,"Masculino","Indígena","Setembro","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1256",2017,"Sudeste","SP",3542107,"Interior","Estadual","Urbana",239.438027,271.035341,"Masculino","Branca","Novembro","2003","Sim, um","Não sei","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1268",2017,"Nordeste","CE",2304400,"Capital","Municipal","Urbana",254.352737,224.849108,"Masculino","Amarela","Dezembro","2000","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 3 horas","Sim","Somente continuar estudando"
"1510",2017,"Norte","AM",1300508,"Interior","Municipal","Urbana",263.872539,286.046232,"Feminino","Parda","Outubro","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1494",2017,"Centro-Oeste","MT",5107602,"Interior","Estadual","Urbana",279.226949,247.746238,"Feminino","Parda","Agosto","2002","Sim, um","Completou a Faculdade","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"696",2017,"Nordeste","CE",2310704,"Interior","Municipal","Urbana",260.397305,318.98604,"Feminino","Branca","Outubro","2001","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Nunca estudou","Menos de 1 hora","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"1581",2017,"Sul","SC",4214508,"Interior","Estadual","Urbana",244.21082,246.319866,"Masculino","Não quero declarar","Maio","2000","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"1506",2017,"Nordeste","MA",6306037,"Interior","Municipal","Rural",207.280968,187.813733,NA,"Preta","Abril","2003","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não sei","Menos de 1 hora","Menos de 1 hora","Não","Somente continuar estudando"
"1445",2017,"Sul","PR",4106902,"Capital","Estadual","Urbana",223.408888,259.498941,"Feminino","Parda","Abril","2003","Não tem","Não sei","Não sei","Menos de 1 hora","Menos de 1 hora","Não","Somente continuar estudando"
"427",2017,"Sul","RS",4319604,"Interior","Estadual","Urbana",240.234567,229.202729,"Feminino","Preta","Dezembro","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1302",2017,"Nordeste","MA",2111102,"Interior","Municipal","Urbana",301.017256,272.435277,"Feminino","Branca","Novembro","2001","Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1872",2017,"Sul","RS",4323002,"Interior","Municipal","Urbana",187.148586,238.514726,"Feminino","Branca","Dezembro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1975",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",192.338215,232.146298,"Masculino","Amarela","Julho","2002","Sim, um","Não sei","Não sei","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"986",2017,"Nordeste","PE",2608057,"Interior","Municipal","Rural",310.308972,308.071778,"Feminino","Branca","Dezembro","2002","Sim, um","Completou a Faculdade","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1623",2017,"Norte","PA",1506138,"Interior","Municipal","Rural",176.542011,202.893204,"Masculino","Não quero declarar","Março","2000","Não tem","Nunca estudou","Não sei","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Menos de 1 hora","Não","Somente continuar estudando"
"723",2017,"Nordeste","SE",2805604,"Interior","Municipal","Rural",260.991377,215.932269,"Feminino","Parda","Março","2004","Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Nunca estudou","Mais de 3 horas","Mais de 2 horas, até 3 horas","Sim","Ainda não sei"
